event_id,temperature,vibration,voltage,failure
149,67.38012,0.579534,3.221661,0
150,58.238608,0.536099,3.287473,0
151,72.791369,1.305088,3.262711,1
152,70.428539,0.832838,3.178001,1
153,63.319472,2.17476,3.179374,1
154,73.971857,1.212757,3.016674,1
155,65.360481,0.399775,3.134375,0
156,64.668034,0.141366,3.36688,0
157,82.282095,0.630463,3.163903,1
158,57.039574,1.067785,2.944073,1
159,66.997161,1.00524,3.413698,0
160,79.125822,1.059369,3.373776,1
161,66.518278,0.596957,3.055435,1
162,68.939498,0.210853,3.249368,0
163,61.535371,0.812463,3.399298,0
164,67.653498,1.573034,3.118624,1
165,60.441479,1.377159,3.212816,1
166,59.191893,0.288863,2.921921,0
167,64.282693,0.85106,2.980686,1
168,75.185939,1.168715,3.140273,1
169,62.789639,0.222658,3.560702,0
170,78.433223,0.48367,3.191729,1
171,90.377152,1.360686,3.284733,1
172,78.894118,0.47899,3.249664,1
173,68.985842,1.955881,3.446325,1
174,75.811113,3.065576,3.34564,1
175,84.08428,0.299229,3.382837,1
176,64.064049,0.967088,3.321685,0
177,57.725657,0.738173,3.125937,0
178,73.983021,0.252278,3.109177,0
179,88.815392,2.945774,3.433236,1
180,68.918953,2.250627,3.489953,1
181,80.676866,0.878594,3.349885,1
182,68.321873,1.111155,2.915901,1
183,74.292438,0.851024,3.486533,0
184,61.641193,0.636835,3.05032,0
185,62.246724,0.24281,3.28256,0
186,64.771402,1.523297,3.223122,1
187,74.426762,0.408703,3.294262,0
188,63.570669,0.795597,3.198212,0
189,78.020035,0.897705,3.516328,1
190,88.437977,0.336095,3.242734,1
191,83.303961,1.264819,3.432582,1
192,72.096087,1.254575,3.484914,1
193,73.704142,0.263563,3.258837,0
194,71.365119,0.304777,3.017887,1
195,72.471412,1.619976,3.488614,1
196,67.160404,1.184053,3.238542,1
197,66.552517,0.806151,3.485041,0
198,72.161991,0.336032,3.370487,0
199,86.188005,1.016366,3.472645,1
200,64.560319,1.068382,3.308903,0
201,51.723713,0.615836,3.366928,0
202,61.561249,0.619293,3.042239,0
203,58.405407,0.054833,3.586359,0
204,73.862647,0.169694,3.242448,0
205,73.118998,2.540743,3.322385,1
206,73.250057,0.60429,3.292133,1
207,50.153751,0.576634,3.236875,0
208,65.607075,0.167725,3.739283,0
209,58.018918,0.318356,3.480795,0
210,61.787917,1.476116,3.232713,1
211,54.052297,0.385857,3.434968,0
212,72.331643,2.706541,3.092796,1
213,78.420713,0.366659,3.280255,0
214,81.236615,0.591324,3.329902,1
215,66.077492,1.745221,3.29997,1
216,69.192621,0.902732,3.184629,1
217,71.141506,0.393634,3.715652,0
218,70.716155,0.217867,3.26255,0
219,66.087368,0.450256,3.228332,0
220,57.180554,0.72023,3.267465,0
221,71.293324,1.125137,3.310652,1
222,65.229744,1.35303,3.54133,0
223,61.261696,0.478984,3.328837,0
224,78.279181,0.35278,3.16842,1
225,67.64118,1.659049,3.059234,1
226,84.007702,0.975624,3.208147,1
227,90.07467,1.931513,3.363844,1
228,62.485714,0.255755,3.129502,0
229,68.865107,3.485204,3.034111,1
230,66.9039,0.650896,3.48841,0
231,60.607832,1.152032,3.117222,1
232,68.283257,1.124256,3.254921,1
233,57.637528,2.34537,3.239196,1
234,64.630857,0.342583,3.299106,0
235,51.100591,0.660817,3.201408,0
236,73.766559,1.488277,3.46632,1
237,78.229741,2.046125,3.268656,1
238,55.701281,0.894525,3.233618,0
239,59.985101,0.738566,3.478205,0
240,66.296405,0.334078,3.255436,0
241,83.765181,0.731042,3.145047,1
242,57.226013,1.942024,3.026369,1
243,79.343374,0.543208,3.239272,1
244,73.759731,1.796827,3.513373,1
245,73.95249,0.134487,3.356506,0
246,76.201348,0.543032,3.559974,0
247,69.973284,1.51883,3.361386,1
248,61.919695,0.494658,3.335762,0
249,63.63585,0.232637,3.218741,0
250,70.139095,1.059935,3.442282,1
251,59.693442,0.872443,3.185907,0
252,67.158575,4.422845,3.549151,1
253,66.859142,1.317708,3.528063,1
254,62.596432,0.456261,3.404562,0
255,71.765874,1.66015,3.329664,1
256,57.386506,0.154404,3.147466,0
257,73.271587,2.481871,3.281573,1
258,68.766509,0.87008,3.294127,1
259,52.680755,0.930419,3.333667,0
260,67.481508,1.366269,3.499258,1
261,73.601673,0.875185,3.163908,1
262,81.985785,0.951915,3.045717,1
263,84.263693,0.77019,3.008571,1
264,92.320514,1.313458,3.397576,1
265,80.030054,0.20451,3.350193,0
266,71.743871,1.028834,3.067913,1
267,61.608247,0.478516,3.057456,0
268,69.640335,1.04569,3.030445,1
269,76.213503,0.620724,3.607651,0
270,57.594246,0.18307,3.354943,0
271,59.131434,1.150556,3.18422,1
272,73.146691,0.089294,3.374723,0
273,48.749613,0.583985,3.584473,0
274,91.519892,0.234908,3.522156,1
275,69.346566,0.224903,3.171258,0
276,93.460088,1.30507,3.135908,1
277,82.308822,2.259711,3.083557,1
278,48.175078,0.102492,3.121548,0
279,67.019002,2.801898,3.291923,1
280,60.982582,0.555192,3.076501,0
281,56.112387,0.829757,3.164623,0
282,59.924103,0.228334,3.561855,0
283,72.347393,0.378768,3.593294,0
284,64.991088,1.393658,3.350347,1
285,62.784557,0.520494,3.220464,0
286,66.697869,0.288759,3.381583,0
287,60.680488,0.293651,3.607145,0
288,64.85523,2.141895,3.569884,1
289,42.977361,4.068872,3.114261,1
290,66.069505,0.819326,3.177331,1
291,70.004266,1.816465,3.72286,1
292,70.333992,0.07015,3.539135,0
293,72.776077,0.712645,3.237315,1
294,63.613707,1.347795,3.196063,1
295,70.541036,0.689176,3.777953,0
296,67.687428,0.646384,3.136799,0
297,64.441983,0.509116,3.22818,0
298,57.035534,2.382441,3.621997,1
299,81.406724,0.602948,3.786991,0
300,78.586421,2.457253,3.437738,1
301,61.967344,1.053262,3.175576,1
302,66.683586,0.85214,3.038836,1
303,78.651761,1.338285,3.283565,1
304,71.79296,0.099281,3.837885,0
305,77.177099,1.022244,3.553263,1
306,69.503855,2.19,3.222733,1
307,63.889202,2.306395,3.461448,1
308,74.188152,0.684463,3.298894,1
309,63.888966,2.296069,3.103809,1
310,69.072772,2.300375,3.136728,1
311,79.377156,1.561141,3.309026,1
312,62.647995,2.888019,3.63809,1
313,63.586242,1.341363,3.27462,1
314,68.221239,0.099343,3.447852,0
315,71.469355,1.878945,3.303814,1
316,74.178489,0.540837,3.375482,0
317,68.675137,0.647792,3.268095,0
318,63.944246,0.104362,3.292656,0
319,57.493764,1.252049,3.258593,0
320,61.594184,0.462114,3.228952,0
321,70.046228,1.680131,3.146789,1
322,57.970279,0.316748,3.355659,0
323,69.130259,1.048445,3.324098,1
324,70.970486,0.405136,3.135295,0
325,70.494226,1.473798,3.26149,1
326,63.423629,0.882073,3.149379,0
327,87.58688,0.518141,3.198625,1
328,73.903371,0.880206,3.338483,1
329,70.4904,1.212144,3.277129,1
330,65.813387,0.043278,3.230313,0
331,65.703457,0.614348,3.071214,0
332,70.6157,0.849212,3.196696,1
333,67.474804,1.795121,3.574197,1
334,63.923326,1.375952,2.988317,1
335,64.312282,0.561249,3.317896,0
336,72.458145,0.158583,3.225687,0
337,55.661003,0.272607,3.406197,0
338,59.049581,0.348935,3.380966,0
339,79.145053,0.481054,3.361102,1
340,71.083249,1.652068,3.521335,1
341,67.104691,2.108725,3.315641,1
342,65.40098,1.370675,3.416932,1
343,70.498053,0.038339,3.416687,0
344,68.81276,0.02508,3.180762,0
345,51.414924,1.290418,3.445369,0
346,62.433887,3.311903,3.172915,1
347,58.796971,1.806316,3.173261,1
348,78.547796,1.713291,3.508172,1
349,66.483532,1.575415,3.710323,1
350,62.236177,1.390252,3.387504,1
351,71.339025,2.028415,3.160744,1
352,69.25971,0.242266,3.163981,0
353,68.987161,1.760554,3.018564,1
354,76.072391,1.084538,3.201076,1
355,76.37063,0.253647,3.484554,0
356,65.245404,0.163491,3.091814,0
357,71.329992,0.030817,3.08724,0
358,74.100698,0.704693,3.632027,0
359,70.225844,0.887656,3.21798,1
360,61.322994,1.728636,3.234802,1
361,70.852742,0.824471,3.253511,1
362,71.25221,0.339553,3.087297,0
363,78.8538,0.440176,3.331771,1
364,59.200811,1.179293,3.222085,0
365,65.54061,0.967013,3.405933,0
366,62.148055,0.170843,3.364858,0
367,68.577788,1.66213,3.580871,1
368,58.233658,1.617295,3.502311,0
369,78.760814,1.437772,3.390634,1
370,70.097322,0.906476,3.207844,1
371,67.043817,1.579927,3.2556,1
372,65.215897,0.193212,3.242899,0
373,69.860803,1.52707,3.363469,1
374,84.214643,0.386979,3.354465,1
375,67.824894,0.594667,3.40776,0
376,64.049587,0.177701,3.34788,0
377,80.692896,0.46402,3.256593,1
378,67.229459,0.750819,3.322289,0
379,65.511165,0.993173,3.209521,1
380,62.907365,0.678034,3.660712,0
381,72.049569,0.717716,3.358132,0
382,70.728137,0.96604,3.296586,1
383,60.061809,1.292062,3.627078,0
384,67.476297,1.51629,3.099862,1
385,55.445691,0.843452,3.237192,0
386,64.526842,0.366644,3.572871,0
387,66.956292,0.513578,3.128682,0
388,58.64367,1.294506,3.270935,1
389,65.78165,0.129863,3.351889,0
390,76.864324,1.838853,3.159406,1
391,80.769667,0.369841,3.185238,1
392,53.743408,0.771885,3.08213,0
393,61.851297,0.706643,3.44638,0
394,68.397057,0.336057,3.416991,0
395,68.036522,1.310138,3.629251,0
396,63.146242,0.695772,3.344902,0
397,92.331346,0.816167,3.179024,1
398,56.695862,0.320585,3.361526,0
399,59.996908,1.380389,3.210124,1
400,60.925858,1.253445,3.287189,1
401,64.606023,0.916628,3.53585,0
402,70.119492,0.093716,3.475807,0
403,70.669539,1.872706,3.26591,1
404,71.807871,0.134915,3.538058,0
405,55.801943,1.000349,2.873251,1
406,69.40035,0.48496,3.325003,0
407,68.910366,0.261644,3.369545,0
408,63.941233,2.41641,3.444509,1
409,72.357814,2.13103,3.633993,1
410,65.704661,0.16804,3.39332,0
411,62.030052,0.755082,3.167052,0
412,68.54595,0.097457,3.303771,0
413,58.901868,0.166691,3.058445,0
414,73.401483,0.541064,3.487649,0
415,59.59378,0.575479,3.360441,0
416,62.8687,1.15704,3.677261,0
417,48.128297,0.673669,3.644803,0
418,67.886206,1.201439,3.288619,1
419,72.662761,0.57683,3.305161,0
420,78.923127,0.166382,3.471795,0
421,61.111001,0.615278,3.433751,0
422,76.929227,0.4472,3.017698,1
423,69.378586,0.514874,3.424475,0
424,68.358949,0.150581,3.748033,0
425,68.671212,0.601536,3.416019,0
426,59.113208,2.282671,3.349876,1
427,74.418789,0.295282,3.21678,0
428,78.322579,0.189443,3.409795,0
429,72.196757,2.211533,3.454253,1
430,84.138015,0.072357,3.253014,1
431,59.274709,0.076641,3.176287,0
432,54.749638,2.099029,3.255378,1
433,60.915137,0.234035,3.301089,0
434,55.269609,0.593374,3.328779,0
435,73.625204,0.567778,3.04535,1
436,74.533716,0.359254,3.188037,0
437,80.615094,0.391675,3.154858,1
438,58.768545,0.233181,3.046475,0
439,91.122125,0.276122,3.345199,1
440,65.509704,0.611633,3.647509,0
441,71.429328,0.985613,3.326911,1
442,69.374616,1.053192,2.93423,1
443,88.504736,1.575092,3.046516,1
444,60.691606,0.4338,3.155298,0
445,50.822774,0.654331,3.173138,0
446,84.977806,0.211287,3.154378,1
447,86.913882,0.986115,3.223008,1
448,59.800389,2.126348,3.312637,1
449,74.747714,2.259257,3.512617,1
450,61.090151,0.819634,3.122251,0
451,59.521146,2.12559,3.417021,1
452,63.348503,0.703143,3.105368,0
453,68.874596,0.563956,3.369576,0
454,77.192186,0.74834,3.322981,1
455,61.987586,0.521708,3.416373,0
456,52.763055,0.52619,3.330919,0
457,63.381353,1.375856,3.090054,1
458,76.970768,0.439726,3.167671,1
459,66.039519,0.344611,3.162151,0
460,69.575947,0.774923,2.641005,1
461,50.933891,0.919859,3.349299,0
462,66.381102,0.669316,3.194918,0
463,78.69346,0.741711,3.254991,1
464,66.466556,1.090259,3.343147,1
465,60.980416,2.402747,3.247602,1
466,77.79075,1.149809,3.723576,1
467,72.922869,0.64693,3.059743,1
468,71.526465,0.607673,3.040502,1
469,54.894849,1.490446,3.809226,0
470,62.664354,0.318964,3.231069,0
471,66.407235,1.561457,3.405903,1
472,73.94819,2.119479,3.217686,1
473,82.567943,1.93187,3.084261,1
474,65.888246,0.804843,3.393592,0
475,75.691135,0.917806,3.279866,1
476,75.324956,0.590284,3.229367,1
477,76.15494,0.25594,3.375627,0
478,59.497866,0.4672,3.087227,0
479,65.844451,1.027928,3.354959,0
480,67.761349,1.191278,3.21772,1
481,69.508697,0.995987,3.161522,1
482,90.335574,0.573481,3.367931,1
483,69.114761,0.382762,3.254283,0
484,66.033506,0.863928,3.290521,0
485,65.972719,1.368843,3.427173,1
486,78.653893,1.615778,3.494878,1
487,70.326029,0.872848,3.336058,1
488,49.067277,0.397225,3.312233,0
489,52.919829,1.286642,3.317253,0
490,84.84499,0.212323,3.379353,1
491,76.410028,0.377599,3.151199,1
492,67.113394,0.151287,3.403955,0
493,71.446593,0.073791,3.200024,0
494,62.723442,1.525525,3.303063,1
495,74.371869,0.487377,3.379856,0
496,72.140527,0.855122,3.393655,1
497,76.509748,1.02016,3.321304,1
498,67.760541,0.823167,3.26432,0
499,86.901884,1.119223,3.39831,1
500,85.25105,0.257647,3.311856,1
501,64.250728,1.78422,3.722821,1
502,66.309401,1.709943,3.193358,1
503,63.403737,0.088456,3.237075,0
504,71.048499,0.128707,3.210064,0
505,68.647003,1.729117,3.388704,1
506,58.243322,0.908334,3.491502,0
507,68.148537,0.177422,3.161935,0
508,66.926061,0.340991,3.429876,0
509,78.45825,0.575667,3.322284,1
510,64.025241,0.653132,3.569937,0
511,82.49394,0.724176,3.459044,1
512,89.73664,0.91924,3.534985,1
513,65.261405,1.410269,3.476113,1
514,67.585983,1.530066,3.236316,1
515,71.520114,0.178969,3.267076,0
516,71.908583,0.520424,3.099992,1
517,54.36564,0.904216,3.415054,0
518,65.106156,0.845913,3.183907,0
519,77.023166,1.709689,3.190418,1
520,68.983796,1.429112,3.320927,1
521,58.012847,0.899024,3.226135,0
522,55.230827,0.717701,3.351123,0
523,57.189987,0.139243,3.381927,0
524,73.549512,0.318136,3.147787,0
525,91.481908,0.98123,3.401439,1
526,70.556959,1.837922,3.049411,1
527,81.273737,1.130193,3.329912,1
528,81.847741,1.259884,3.367703,1
529,72.545048,1.339983,3.391806,1
530,63.333293,0.671838,3.472315,0
531,53.441598,1.122619,3.151554,0
532,65.337583,1.401654,3.184185,1
533,74.505674,0.310307,3.108541,1
534,58.174231,0.402285,3.119897,0
535,55.746828,1.082931,3.484669,0
536,64.93425,1.270039,3.710944,0
537,66.064699,0.224391,2.963387,0
538,74.738818,0.80123,3.471133,0
539,70.562306,0.474835,3.383411,0
540,85.118058,0.434906,3.103085,1
541,57.203819,0.177074,3.421961,0
542,78.657324,0.346619,3.36836,0
543,51.81969,2.346533,3.223393,1
544,52.753356,0.17214,3.238607,0
545,63.257585,2.272543,3.194799,1
546,72.157025,0.780499,3.020566,1
547,63.675846,0.619111,3.399318,0
548,69.983677,0.272135,3.206242,0
549,62.126357,0.588594,3.100108,0
550,69.041935,0.403852,3.260498,0
551,68.366576,2.727878,3.509905,1
552,81.483454,0.828986,3.258537,1
553,68.460148,0.643567,3.169903,0
554,75.137946,1.30089,3.107004,1
555,72.338192,2.549929,3.339283,1
556,53.692107,0.379341,3.215587,0
557,75.814344,1.583617,3.157855,1
558,77.275932,0.403837,3.449082,0
559,57.631327,0.270529,3.410853,0
560,61.696944,0.854655,3.291554,0
561,92.123089,1.408644,3.120552,1
562,53.196124,0.373015,3.459107,0
563,60.885088,0.177233,3.288056,0
564,78.208265,0.415377,3.346283,0
565,49.925262,0.189894,3.551608,0
566,74.862746,0.518807,3.180667,1
567,71.085176,0.610931,3.400171,0
568,60.511622,2.482893,3.301886,1
569,77.216153,0.696513,3.107404,1
570,47.657017,1.841039,3.42263,0
571,59.189257,0.633111,3.410179,0
572,71.227527,1.472535,3.42847,1
573,63.831342,0.691628,3.334401,0
574,63.419987,0.368888,2.994621,0
575,81.973558,1.28623,3.767666,1
576,80.929035,2.263453,3.260115,1
577,59.924751,1.401364,3.250703,1
578,57.971274,0.540936,3.058478,0
579,71.066967,0.137638,3.16044,0
580,68.690703,0.381463,3.173161,0
581,67.606165,1.447087,3.209049,1
582,73.201809,1.530251,3.532295,1
583,66.101265,1.030317,3.563426,0
584,60.46915,0.390559,3.355454,0
585,78.677025,0.528981,3.216989,1
586,75.778313,0.211469,3.166103,0
587,67.382755,0.761623,3.284261,0
588,70.764773,1.012975,3.667766,0
589,73.362418,0.846932,3.473865,0
590,56.289557,1.653965,3.472926,0
591,56.801572,0.221612,3.345436,0
592,71.133188,0.542044,2.887766,1
593,70.446133,0.721179,3.351242,0
594,49.077433,0.574185,3.078025,0
595,66.894151,0.593084,3.213033,0
596,58.509006,0.105054,3.407393,0
597,57.922542,1.593377,3.095722,1
598,67.021695,1.310641,3.29595,1
599,68.733406,1.487473,3.016649,1
600,55.489258,0.573987,3.212169,0
601,80.533639,3.403846,3.296585,1
602,84.459691,0.217329,3.266481,1
603,69.43268,1.260585,3.30882,1
604,62.021385,0.664284,3.088953,0
605,66.784243,0.166834,3.165309,0
606,67.846847,0.924596,3.19647,1
607,86.297828,0.035653,3.378297,0
608,55.666868,3.169634,3.674219,1
609,68.68527,1.101116,3.512338,0
610,69.301496,0.870808,3.447054,0
611,62.279341,0.985016,3.232232,0
612,65.645214,1.058274,3.301662,1
613,67.31228,5.242044,3.38941,1
614,42.579554,0.656268,3.386224,0
615,85.302079,0.167767,3.254776,1
616,45.141382,0.84465,3.422837,0
617,57.719843,1.539765,3.407418,1
618,77.908707,0.737729,3.050707,1
619,74.394027,0.819196,3.30568,1
620,64.969172,0.385843,3.341141,0
621,56.281445,0.374954,3.436509,0
622,68.465396,0.572091,3.534304,0
623,90.287197,0.362763,3.458935,1
624,55.510745,0.291746,3.361806,0
625,77.031366,1.58773,3.304841,1
626,72.959226,1.511562,3.381,1
627,55.296054,0.274287,3.380461,0
628,68.504886,1.456066,3.479001,1
629,66.338908,0.838233,3.385372,0
630,63.672306,2.867052,3.263468,1
631,61.625516,1.053621,3.599047,0
632,72.839205,0.618032,3.283889,0
633,76.566589,0.732262,3.432356,1
634,70.075914,0.893979,3.46608,0
635,72.430526,4.010248,3.254002,1
636,54.962922,1.804505,3.353933,1
637,90.582703,0.312874,3.412292,1
638,72.319809,0.737903,3.410997,0
639,79.244818,1.490612,3.35932,1
